hour,weekday,month,holiday,precipitation_mm,visibility_km,temperature_c,wind_speed_kmh,traffic_density,num_lanes,ilumination,work_zone,num_accidents
21,1,9,0,0,9.9,21.4,89.3,4,3,1,0,1
21,0,4,0,0,9.9,11.1,51.1,3,3,1,0,2
14,6,8,0,30.7,4.1,28.5,72,8,2,1,0,4
10,4,10,0,0,10.4,15.8,39.5,6,3,1,0,2
7,3,11,0,0,9.6,11.9,10.6,9,2,1,0,3
6,2,6,0,0,10,23,17.5,2,2,1,0,0
11,6,8,1,0,9.7,24.8,35.6,5,3,1,0,1
14,0,7,0,0,10.1,23.9,39.9,6,2,1,0,1
6,0,4,0,0,9.6,15.9,74.2,2,3,1,0,1
18,3,9,0,0,9.9,24.1,68,10,3,1,0,1
12,0,8,0,0,10,22.9,72.1,6,3,1,0,0
23,5,7,0,0,10.1,25.2,11.3,3,3,1,0,3
9,5,7,0,0,10,29.4,44.4,7,2,1,0,5
22,3,9,0,0,9.8,25.7,40.6,2,3,1,0,0
12,6,12,1,0,10.2,9.7,19.7,4,2,1,0,2
18,0,12,0,0,9.5,7.5,68,9,4,1,0,6
16,5,1,0,0,10.2,8.5,56.8,5,2,1,0,2
23,6,3,0,0,9.6,14.6,37.6,3,3,1,1,4
2,2,4,0,0,9.8,16.5,1.9,2,3,1,0,1
12,0,3,0,0,9.7,13.2,60.5,6,3,1,0,5
13,1,6,0,0,10,23,76.4,5,3,1,0,4
4,3,3,0,32.5,4.1,8.1,14.3,2,3,1,0,4
20,2,2,1,21,6.5,8.2,89.1,2,2,1,0,4
18,4,2,1,0,9.7,10.3,3.6,6,3,1,0,2
20,0,8,0,0,10,22.2,60.9,4,2,1,0,0
20,3,7,0,0,10,27.6,19.5,3,3,1,0,2
15,3,1,0,0,9.9,10.1,28.8,6,4,1,0,3
8,3,3,0,20.6,6.7,14.2,74.4,9,3,1,0,6
10,2,11,0,0,9.5,16.8,40.6,7,3,1,0,6
8,5,5,1,16.4,6.8,21.3,52.2,3,2,1,0,9
14,6,2,0,0,10.5,11.4,34.4,8,4,1,0,1
9,2,11,0,6.4,8.4,11.2,78.3,8,3,1,0,5
18,5,3,0,0,10.3,11.8,60.2,5,3,1,0,1
9,0,8,0,13.8,7.4,28,3.7,8,3,1,0,3
22,2,4,0,0,10,16.8,80.4,1,2,1,0,3
13,6,9,0,0,9.7,24.8,62.3,6,4,1,0,2
3,3,2,0,24.2,6.1,7.1,48,2,3,1,0,1
8,6,7,0,0,9.7,23.8,63.7,3,2,1,0,3
22,3,4,0,7.2,8.9,18.5,37.4,1,2,0,1,10
14,0,1,0,46.5,1.8,6.4,25.6,7,4,1,0,5
16,4,3,0,0,9.6,12.4,79,7,3,1,0,1
3,6,2,1,50,0.6,8.9,45,2,2,1,0,3
22,6,12,0,48.2,1.5,7,82.6,3,3,1,0,4
17,4,6,0,0,10.4,23.6,81.7,8,2,1,0,2
18,1,8,0,0,9.6,24.5,86.8,9,3,1,1,7
0,5,6,0,0,9.5,22.7,73.9,4,2,1,0,5
5,2,11,0,2.8,9.4,15.5,52.6,3,3,0,0,0
13,1,9,0,0,10.3,24.9,70.4,7,4,1,0,2
18,2,12,0,0,10.2,13.8,37.8,9,3,1,0,5
7,0,4,0,0,10,15.4,51.3,7,3,1,0,3
3,4,2,0,0,10.1,7.4,81.9,3,3,0,0,2
7,1,9,0,13.1,7.7,23.9,74.7,7,3,1,0,6
4,1,5,0,0,9.6,20.2,14.1,2,3,1,0,0
21,6,5,0,35.2,4,18.3,47.8,4,3,1,1,4
12,4,5,1,0,10.1,21.4,88.8,4,2,1,0,1
3,6,1,0,0,9.8,10.6,25.8,2,3,1,0,2
12,5,1,0,0,9.7,5.1,85.9,7,3,1,0,4
9,4,2,0,0,10.2,10.9,13.2,9,4,1,0,3
11,6,5,0,0,9.6,17.6,45.7,8,2,1,0,1
14,3,1,0,13.2,7.9,11.5,6.3,5,3,1,0,5
16,6,2,0,0,10,12.4,0.5,6,2,1,0,1
7,4,7,0,0,9.8,27.5,46.4,7,2,1,0,5
2,5,5,0,42.2,2.8,17.4,20.6,4,3,1,1,11
20,6,8,0,3.2,9,26,22.7,2,3,1,0,3
13,2,9,0,0,9.9,19.9,2.5,6,2,1,0,3
18,0,4,1,0,10.1,13.9,27.2,8,3,1,0,2
5,4,3,0,0,9.5,8.7,46.8,1,3,0,0,4
13,3,4,0,0,9.5,14.1,79.8,5,2,1,0,2
12,5,9,0,0,10.4,19.4,74.1,8,4,1,0,5
8,2,11,0,0,9.7,15,30.3,9,2,1,0,3
15,3,3,0,39.7,2.9,12,3.4,7,3,1,0,12
0,2,7,0,0,9.9,25,29.1,3,3,1,0,1
18,1,2,0,0,10.4,11.3,24.2,8,3,1,0,5
23,0,2,0,11.8,7.9,11.5,7.3,2,3,1,1,4
15,3,6,0,27.9,4.5,23,18.8,7,3,1,0,2
23,0,11,1,0,9.9,14.2,66.7,2,2,0,0,7
15,5,5,0,8.2,8.2,19.6,89.6,6,2,1,0,3
19,1,8,0,0,9.8,29.5,16.4,10,3,1,0,8
0,3,8,0,0,9.9,24.2,46.1,1,3,1,0,1
9,1,11,0,0,10.3,15.9,22,8,3,1,0,5
19,3,1,0,0,9.6,11.8,89.3,9,4,1,0,10
11,6,4,0,0,10.2,14.6,59.2,7,2,1,1,3
5,0,9,0,0,9.5,23.9,50.5,2,2,1,0,1
7,5,5,0,0,10.3,16.7,36.7,2,4,1,0,3
11,3,2,0,0,9.8,7,5.8,6,3,1,0,1
2,4,8,1,0,10.1,26.1,47.2,1,3,1,0,1
23,1,11,0,0,9.5,16,16.7,1,4,1,0,0
19,6,4,0,49.3,1,18.7,75.6,6,3,1,0,5
17,1,7,0,0,10,23.2,9.8,8,3,1,0,3
17,6,2,0,22.5,6.2,11.8,89.7,6,4,1,0,7
11,5,3,1,1,9.7,10.2,80.6,5,2,1,0,3
12,5,2,0,0,10.5,6.4,19.4,7,2,1,1,1
9,6,1,0,0,10.1,9.2,31.4,8,3,1,0,5
0,2,10,0,0,10.1,14.2,83.8,1,2,1,0,2
14,1,1,0,0,10.3,7.6,84.9,5,2,1,0,0
23,5,2,0,0,10.2,11.7,72.1,2,3,1,0,3
6,3,11,0,49.3,1,12.2,53.3,3,3,1,0,3
13,3,6,0,0,9.9,25.6,39.6,6,2,1,0,2
20,3,7,0,0,10,29.7,66,4,2,1,0,1
21,5,2,0,22.3,6,9.8,85,4,3,0,1,5
6,5,10,0,0,9.8,18.2,54.7,3,2,1,0,3
17,6,8,0,0,10,22.3,41.6,7,2,1,0,2
12,6,7,0,0,10.2,26.9,89.5,7,2,1,0,3
4,3,4,0,0,10.4,14.3,70.3,1,4,1,0,0
3,4,1,0,0,9.9,11.9,70.2,2,2,1,0,2
3,3,4,1,0,9.9,16.9,24,2,3,1,0,2
12,2,7,0,0,10.3,24.6,64,7,2,1,0,6
1,6,3,0,0,9.7,9,36,3,3,0,0,3
16,2,10,0,0,10.1,21.6,84.5,6,3,1,0,2
10,2,5,0,19.3,6.3,15.4,82.5,6,4,1,0,1
2,4,5,0,0,10.3,19.8,70.1,2,2,1,0,4
14,5,12,0,0,9.9,10.5,49.2,8,3,1,0,2
1,5,12,0,27.5,5.5,8.4,57.1,3,3,0,0,6
15,2,8,0,0,10.3,25.6,71.2,7,3,1,0,2
23,3,8,0,0,9.6,22.6,68.5,3,3,1,0,2
22,6,6,0,0,9.8,22.1,38.7,3,3,1,0,2
5,2,10,0,0,10.1,16,77.7,2,3,1,0,5
16,6,3,0,26.6,5.1,13.1,47.7,5,3,1,0,5
20,2,12,0,0,9.6,8.7,52.5,4,3,1,0,0
17,1,2,0,16.7,7.2,13.1,77.9,9,3,1,1,9
3,0,10,0,0,10.1,14.8,49.7,1,3,1,0,0
2,1,5,0,17.8,6.7,15.5,69.1,2,4,1,0,4
10,2,11,0,0,10,16.1,68.7,6,2,1,0,3
10,0,5,0,0,9.8,20.6,28.5,6,2,1,0,1
13,5,12,0,0,9.8,9.4,1.6,6,3,1,0,2
9,3,4,0,0,9.5,13.8,50.1,9,3,1,0,6
22,5,2,1,0,10,13.4,11.4,2,4,1,0,1
9,2,3,0,0,9.8,14.2,16.3,7,2,1,0,1
17,5,6,0,0,9.9,21.2,40,5,3,1,0,5
19,5,8,0,0,10.2,25.9,76.2,7,3,1,0,5
10,4,7,0,0,10.1,24,43.8,7,2,1,1,9
3,0,3,0,1.3,9.7,14.2,85.3,1,2,1,0,0
10,1,12,0,42.2,2.1,12.1,83,6,3,1,0,0
14,4,7,0,0,9.9,28.9,23,5,3,1,0,1
15,2,3,0,0,9.8,11.8,71,6,2,1,0,1
4,2,2,0,0,10.5,8,33.4,2,4,1,0,5
20,0,8,0,42.2,2.5,29.5,86.2,3,3,1,0,1
20,1,1,1,42.6,2.5,9.9,66.8,2,4,1,0,4
0,3,5,0,0,9.5,20.8,27.8,1,2,1,0,1
16,0,2,0,0,9.6,7.7,66.6,6,3,1,0,1
1,5,10,0,0,9.7,15.4,77.3,3,2,0,0,7
14,3,7,0,0,10.5,28.5,40,6,4,1,0,0
12,6,9,0,0,10.2,22.2,44.7,6,3,1,0,2
15,5,6,0,0,10.2,24.9,8.5,7,4,1,0,5
15,4,6,0,0,10,20.3,69.4,6,2,1,0,4
21,4,6,0,0,9.8,26.5,12.2,3,2,0,0,2
9,5,1,0,27,4.7,6.7,74.7,6,3,1,0,4
20,5,8,0,0,10,25.2,69.7,4,3,1,0,1
10,0,7,0,0,10.2,22.6,60.3,6,3,1,0,2
17,0,1,0,0,9.8,7,62.8,10,2,1,1,4
10,0,4,0,0,9.7,17.9,31.7,5,3,1,0,1
3,2,6,0,0,9.9,20.3,77.2,2,4,1,0,3
22,4,2,0,0,10.4,9.4,62,1,4,1,0,1
1,6,11,0,0,9.8,11.7,52.1,3,4,0,0,2
20,5,7,1,0,9.7,23.4,10.9,1,4,1,0,5
12,5,3,1,0,9.9,15.8,54.8,5,3,1,0,0
0,4,2,0,0,9.9,6.9,78.2,1,2,1,0,1
10,3,10,0,48.3,1.4,20.7,8.5,7,3,1,0,2
5,3,9,0,0,9.6,25.5,41.6,1,4,1,0,1
14,2,6,0,0,10.4,26.5,23.2,6,2,1,0,1
12,3,7,0,0,9.7,25.1,69.2,5,2,1,0,2
11,4,5,0,21.3,5.8,18.4,43.2,5,3,1,0,5
2,1,6,0,0,9.5,24.2,41.2,2,3,0,1,1
17,0,12,0,0,10.4,7.1,54.3,9,3,1,0,3
10,3,3,0,0,10.4,8.3,63.2,5,2,1,1,3
15,5,12,0,41.1,3,9.7,15.4,6,3,1,0,6
0,1,5,0,0,10.3,18.2,74.3,2,4,1,0,6
11,6,12,0,45.3,1.8,9.7,10.7,7,4,1,0,2
2,5,11,0,0,9.8,10.6,31.7,4,4,1,0,4
6,6,11,0,14.9,7.7,12.3,18.4,3,3,1,0,0
13,1,9,0,0,9.9,23.3,56.9,7,4,1,0,3
8,1,5,0,0,9.7,18.2,81.4,8,2,1,0,4
15,3,6,0,0,9.7,25.6,25.3,6,3,1,0,2
6,5,11,0,19.9,6.4,13.2,75.7,2,4,1,1,1
18,0,2,0,0,10.5,10.7,61.7,8,3,1,0,3
5,0,6,0,0,10.4,25.8,89.5,2,3,1,0,1
7,4,5,0,0,10.3,15.2,45.6,8,3,1,1,7
3,0,4,0,0,9.7,14,34.9,2,3,1,0,2
14,6,11,0,0,10.2,10.1,44.6,7,4,1,0,2
21,5,1,1,7.3,8.2,6.5,15.8,2,3,0,0,4
13,5,5,0,0,10.4,16.6,68.5,7,2,1,1,5
6,2,6,0,0,9.8,19.8,20.2,2,3,1,0,0
14,3,3,0,0,10.3,11.8,8.9,6,3,1,0,1
17,4,9,0,0,9.8,24.2,40.4,9,4,1,0,2
13,2,4,0,0,10.4,11.8,83.5,6,4,1,0,1
14,2,5,0,0,10.5,15.3,84.2,6,3,1,0,5
8,4,12,0,17,6.6,14,12.6,7,2,1,0,7
7,3,6,0,0,10.2,25.9,37.7,8,3,1,0,3
21,4,1,0,13.3,7.5,5.8,50.6,3,3,1,0,2
22,6,1,0,0,10.4,11.5,7.1,3,3,1,0,4
5,6,1,0,0,9.7,5.2,72.6,3,3,1,0,1
5,2,4,1,0,9.9,15,54.5,2,4,1,0,4
5,6,10,0,36.7,3.5,16.3,56,3,2,0,0,4
22,5,6,0,0,9.6,24.8,47,2,2,1,0,3
10,4,7,0,0,10,29.5,33.6,7,3,1,0,2
15,6,10,0,18.3,6.3,21.8,42.5,6,3,1,0,3
5,6,11,0,0,10.3,15.7,24.9,2,2,1,0,2
6,6,10,0,0,10.1,21.8,47.2,3,2,1,0,1
1,3,4,0,0,10.2,14.9,66.1,2,3,1,0,1
19,3,9,0,0,9.8,22.1,79.3,9,3,1,0,4
8,6,11,0,0,10.5,13.5,54.8,3,4,1,0,4
11,4,8,0,0,9.7,29.6,74.8,6,3,1,0,3
11,4,8,0,19,6.6,30,3,7,3,1,0,0
4,4,6,0,0,10,19.2,12.9,2,4,1,0,3
15,0,6,0,0,10.4,19.6,49.5,6,3,1,0,3
5,1,7,0,0,9.9,27,10.2,3,4,1,0,0
22,6,7,0,0,10.3,22.3,61.4,3,3,0,0,4
15,2,5,0,15.8,7.1,21,11.5,7,3,1,0,1
5,2,11,0,0,9.6,9.9,14.8,2,3,1,0,0
17,1,11,0,27.5,4.8,10.8,26.3,10,3,1,0,7
12,2,5,0,0,9.6,20.3,64.9,6,2,1,0,0
1,2,10,0,0,9.9,14.4,12.8,1,3,0,0,3
22,0,11,0,0,10.2,11.8,64.5,1,3,1,0,0
15,5,12,0,0,10.3,10.9,64.3,6,4,1,0,3
19,6,9,0,0,10,25.3,70.3,6,3,1,0,3
6,0,10,0,0,9.8,15.9,5.2,3,4,1,0,1
8,6,10,0,41.2,2.3,21.2,18.5,4,4,1,0,5
14,2,10,0,0,10.1,16,68.2,6,3,1,0,1
4,6,9,0,0,10.4,22.5,82.1,4,3,0,0,4
3,1,8,0,0,9.8,24.3,46.5,1,3,1,0,2
1,6,5,0,0,10.4,18.2,69,2,3,1,0,1
4,0,10,1,0,10.4,15.5,74.9,2,4,1,0,5
14,0,11,0,0,10.4,15.4,59.7,5,3,1,0,0
10,3,11,0,12,7.6,10.4,61,6,3,1,0,4
9,5,7,0,0,10.2,27.2,45.4,7,3,1,0,4
5,5,4,0,0,10.3,17.9,22.3,4,3,1,0,2
10,6,2,0,0,10.3,9.3,73.6,8,2,1,0,7
23,6,9,0,0,9.6,23.3,86.4,4,2,1,1,4
1,4,12,0,0,10.4,13.9,47.7,2,3,1,0,2
7,0,4,0,0,10.1,18.5,17.2,8,2,1,0,2
15,6,9,0,0,9.7,22.4,61.7,6,3,1,0,8
19,5,7,0,0,10.4,22.4,88.5,6,2,1,0,5
5,4,5,0,0,10.2,16.9,25.2,3,3,1,0,3
5,3,8,1,0,10.3,28.2,43.3,2,4,1,1,2
0,2,10,0,29.1,4.5,19.1,28.8,1,4,1,0,0
3,1,6,0,0,9.9,21.9,72,2,2,1,0,2
21,3,10,0,0,9.7,17.7,78.8,3,2,1,1,4
15,2,7,0,0,9.7,23.7,2.2,6,3,1,0,0
5,5,8,0,0,9.8,27.1,23,2,2,1,0,3
9,0,10,0,0,9.8,19,58.4,7,2,1,0,3
16,0,8,1,0,10.4,24.2,76.1,3,3,1,0,1
2,3,12,0,0,10.2,6.1,46.2,2,2,1,0,0
15,3,11,0,0,9.6,9.7,35.9,6,3,1,0,1
1,0,2,0,0,10.4,10.5,23.6,2,3,1,0,0
3,0,1,0,0,9.8,6.8,22.3,2,2,1,0,2
10,6,5,0,0,10,22.6,70.1,8,3,1,0,4
7,2,6,0,0,9.9,23.8,39,8,3,1,1,4
19,6,2,0,0,10.5,12.6,58.8,7,3,1,0,1
23,2,3,1,0,9.6,8.3,61.8,2,3,1,0,3
21,3,9,0,0,10.1,20.2,30.5,3,3,1,0,1
16,2,10,0,0,9.8,15.8,46.6,6,2,1,1,2
17,2,10,0,21.6,6,15.6,15.9,9,3,1,0,2
20,0,7,0,0,10.4,26.3,3.3,4,3,1,1,1
3,2,1,0,0,10.2,8.7,42.1,3,4,1,0,0
0,5,5,0,0,9.9,18.2,68.2,3,3,1,0,1
20,6,11,0,0,10.4,11,27.3,2,4,1,0,0
5,2,12,0,0,10.5,13.4,48.8,2,2,1,0,0
15,0,2,0,0,10.2,10.6,70,5,3,1,0,2
23,5,8,0,0,9.6,23.5,24.5,3,3,1,0,1
18,3,8,0,45.8,1.6,24.9,15.9,9,2,1,0,7
3,3,8,0,45,1.9,29,44.9,2,3,1,0,8
1,5,10,0,0,10.2,19.1,24.8,4,3,1,0,2
22,0,10,0,0,10.2,21.3,77.1,3,3,1,0,2
2,3,6,0,0,10.3,23.5,59.8,2,3,1,0,0
16,3,2,1,0,10.3,10.8,5,5,3,1,0,5
6,3,2,0,6.9,9.2,12.3,7.2,2,2,1,0,0
8,4,2,0,0,10.3,11.3,20.3,7,4,1,0,3
9,4,10,0,13.8,7,16.3,72.9,7,3,1,0,8
17,4,3,0,23.8,5.4,14.2,47.2,8,3,1,1,6
23,0,1,0,30.5,5,10,54.2,2,3,0,0,5
0,6,5,0,0,10.4,15.9,36.3,4,3,1,0,4
21,5,8,0,0,10.1,22.5,82.6,2,3,1,0,2
13,6,5,0,0,9.7,19.4,87,6,2,1,0,0
5,6,10,0,0,9.7,19,74.4,3,2,1,0,1
20,5,8,0,0,9.8,30,37,4,3,1,0,5
7,0,5,0,0,9.5,21,22.8,8,3,1,0,5
12,2,10,0,34.3,4.1,17.5,85.2,6,2,1,0,1
13,4,10,0,0,10.5,20.9,16.2,6,3,1,0,1
7,2,5,0,0,9.6,19.9,58.5,8,3,1,0,3
4,5,6,0,0,10.3,19.2,58,2,4,1,0,4
21,2,4,0,0,9.9,16.8,32.9,2,2,1,1,3
11,6,6,0,0,10.3,20.3,66.1,7,2,1,1,2
22,3,8,0,0,10,27.5,74.1,3,3,1,0,3
17,5,9,0,0,10,19.1,49.3,5,4,1,0,5
15,2,11,0,0,9.7,10.2,83.9,6,2,1,0,2
12,4,2,0,0,10.4,8.4,73.4,7,4,1,0,6
21,1,1,0,0,10.1,7.5,53.9,3,2,1,1,1
3,6,3,1,0,10.1,15.4,38.4,2,2,1,0,2
1,1,3,0,0,9.8,9.7,49.3,3,2,1,0,3
7,4,2,0,0,10.1,10.3,59.7,8,2,1,0,3
19,6,7,0,48.9,1.7,29.2,58.5,6,2,1,0,7
3,5,11,0,0,10.4,10.9,41.7,2,2,1,1,3
22,1,4,0,14.8,7.3,11.4,34.1,1,3,0,0,3
0,6,2,0,6.7,9.2,8.3,41.1,4,3,1,0,3
2,5,6,0,0,9.9,21,80.1,3,3,1,0,4
19,5,11,1,0,9.8,13.3,81.2,3,3,1,0,4
12,5,2,0,21.7,6.4,7.8,12.4,8,3,1,0,4
8,0,4,0,0,9.7,12.4,29.8,8,3,1,0,4
21,6,6,0,0,9.7,21.7,45,2,3,1,0,1
1,2,3,0,16.3,7,11.5,44.9,1,2,1,0,4
6,0,6,0,39.4,3,21.5,11.9,3,2,1,0,3
5,6,8,0,0,10.3,29.2,12.6,3,3,1,1,1
1,0,8,0,0,10.3,25.2,74.1,2,2,1,0,3
7,2,3,0,0,9.6,12.4,75.1,7,3,1,1,5
13,3,3,0,0,10,13.2,16.8,7,3,1,0,1
14,4,2,0,26.1,5.1,10,33.4,6,3,1,0,6
13,0,2,0,0,10.3,13,49.8,6,4,1,0,2
6,4,4,0,0,9.8,15.5,84.3,2,2,1,0,5
8,1,4,0,0,9.6,18.3,17.2,7,2,1,0,2
10,3,4,0,0,9.5,12.9,30.6,5,3,1,0,1
14,4,3,0,0,10.4,12.2,57.9,7,2,1,0,2
20,6,4,0,22,5.6,11.2,57.4,3,3,1,0,2
16,6,3,0,35.2,3.4,9.9,5,5,2,1,0,5
8,6,6,0,0,10.4,20.7,87.2,3,3,1,0,4
8,5,8,0,0,10.4,24.4,29.1,4,3,1,0,5
18,6,11,0,42.4,2.9,10.8,86.8,7,3,1,0,5
4,1,2,0,0,9.6,10.3,8.4,3,4,1,0,5
19,1,1,0,0,9.9,13,36.2,9,4,1,0,3
19,0,5,0,0,10.1,17.5,64,10,2,1,0,5
10,0,4,0,44.1,1.8,16.7,36.1,5,3,1,0,4
3,6,10,0,38.6,3.4,20.7,16.4,4,3,1,0,5
12,0,1,0,0,10,7.7,19.8,6,3,1,0,2
21,6,11,0,0,10,13.9,38.1,3,3,0,0,3
2,5,8,0,0,10.2,22.6,31,4,4,1,0,1
18,4,12,0,0,9.9,10.6,1,8,4,1,0,6
6,2,11,0,0,9.7,16.6,53,3,2,1,0,0
12,5,4,0,0,9.9,12.6,61.1,7,4,1,0,6
19,1,3,0,11.5,8.1,13.7,87.7,8,4,1,0,6
3,1,8,0,0,10,23.5,45,3,3,1,0,1
11,4,8,1,0,10.4,25,45.7,3,3,1,0,3
22,4,11,0,0,10.4,9.9,69.5,2,2,0,0,6
16,4,11,1,0,10.4,15.1,0.2,3,2,1,0,1
10,6,2,0,49.9,1.1,12,22,7,2,1,0,3
15,5,2,1,0,9.7,7.8,35.3,3,2,1,0,2
13,6,2,0,0,9.7,6.9,61.9,7,3,1,1,5
9,0,7,0,0,9.7,29.4,23.4,9,3,1,0,4
17,4,7,0,0,10.3,29.7,88.9,9,2,1,0,6
13,5,2,0,43.4,2.1,6.2,6,7,3,1,0,3
17,5,8,0,0,10,27.5,47.2,5,3,1,0,3
10,3,2,0,35.8,3.9,12.6,3.6,5,2,1,0,2
16,3,2,0,0,9.7,6.6,58.1,7,3,1,0,3
10,3,2,0,44.1,2,8,75,6,2,1,0,0
10,0,5,0,0,10.5,17,36.5,5,3,1,0,0
0,0,11,1,0,9.8,9.8,82.9,2,4,0,0,2
18,1,9,0,0,9.7,18.8,62.6,10,4,1,0,5
5,2,3,0,0,9.7,9.7,26.5,2,3,1,0,0
6,1,10,0,3,9.6,15.7,19.5,4,4,1,0,0
10,0,8,0,0,10.2,28.6,36,6,2,1,0,2
2,5,2,0,7.7,8.5,8.7,51.8,4,3,1,1,4
10,5,2,0,0,10.1,10.7,81.7,8,3,1,0,6
7,1,8,0,0,9.8,27.9,19.3,8,3,1,0,5
22,1,5,0,0,10.2,16.9,46.2,3,3,1,0,1
5,3,4,0,0,10.1,17.7,80.7,2,3,1,0,3
8,2,10,0,0,10.3,21.5,78.6,8,3,1,0,8
11,4,3,0,0,9.8,13.6,61.2,5,2,1,0,0
9,4,4,0,0,10,15.5,16.7,8,3,1,0,5
10,2,12,0,0,10.1,8.9,85.5,6,3,1,0,1
14,6,7,0,0,10.2,22.7,65.1,6,3,1,0,4
19,5,5,0,0,10.3,18,32,6,3,1,0,4
22,6,10,0,0,10.3,14.3,15.9,2,4,1,0,3
8,5,10,1,0,10.2,14.4,24.3,2,2,1,0,1
7,1,1,0,0,10.2,5.6,62.2,7,4,1,0,3
22,5,9,0,0,10.5,18.7,10.9,2,2,1,0,2
10,6,10,0,0,9.8,19.2,60.3,7,3,1,0,2
20,3,5,0,0,10.5,17.1,48.7,2,3,1,0,3
20,4,6,0,0,9.8,25.4,47.2,2,4,1,0,1
1,0,8,0,46.2,2.1,24.5,81.3,3,2,1,0,4
1,1,10,0,0,9.8,20.6,54.6,1,4,1,0,1
21,3,8,0,43.8,2.1,24.5,86.7,3,2,0,0,4
8,2,12,0,34.9,3.8,9.9,24.6,8,4,1,0,9
4,3,3,1,32.8,3.6,11.4,46.4,2,2,1,0,5
7,0,7,0,0,10.2,26.9,86.2,8,3,1,0,1
5,0,4,0,0,9.6,11.5,63.1,1,3,1,0,0
20,6,6,0,0,9.7,25.2,63.7,4,2,1,1,3
1,5,2,0,0,9.8,8.1,70.2,3,4,1,0,2
1,5,6,0,0,9.8,26.2,70.1,3,3,1,0,4
10,3,10,0,39.3,3.2,14,48.8,5,3,1,0,0
17,5,8,0,0,10.3,26,34.3,6,3,1,0,4
14,2,8,0,23,5.6,24.8,50.6,7,3,1,0,9
15,2,8,0,0,10.4,24.9,20.9,7,2,1,0,2
18,6,6,0,0,9.7,23.6,44.6,5,2,1,0,5
16,2,12,0,14.7,7.7,9.7,74.3,6,3,1,0,3
9,2,11,0,0,10.2,15.8,54.4,8,3,1,0,2
18,1,7,0,0,10,29.9,23.8,8,4,1,0,4
7,6,5,0,0,9.8,17.7,68.7,3,3,1,0,4
10,2,11,1,0,10.4,16.1,69.1,5,3,1,0,2
14,0,3,0,0,9.9,9.2,30.4,6,3,1,0,4
9,4,8,0,0,9.6,24.2,73.8,9,2,1,0,0
13,0,8,0,0,10.2,22.5,12.5,7,2,1,0,1
18,3,10,0,0,9.8,15.2,38.3,10,4,1,0,2
10,2,9,0,0,10.3,18.3,53.1,6,3,1,0,5
18,2,2,0,45.9,1.3,11.6,48.4,8,3,1,0,6
17,4,4,0,0,9.7,14.3,41,10,2,1,0,2
23,6,11,0,22.7,5.5,16.6,54.7,2,2,0,0,6
20,1,9,0,0,9.7,19.1,72.7,4,3,1,0,6
11,5,4,0,0,10.2,15,55.8,7,3,1,0,2
2,3,9,1,0,10.4,20.3,33.8,2,3,1,1,3
18,3,4,0,0,10.4,13.3,21.1,10,3,1,0,1
4,2,1,0,0,9.8,7.9,22.4,3,3,1,0,3
15,0,8,1,0,10.1,28.8,35.8,4,3,1,0,3
23,4,1,0,24.9,5.9,8.3,48.2,1,2,1,1,7
12,6,7,0,0,9.6,23,41.4,8,2,1,0,2
8,1,10,0,0,9.5,19.9,53.9,9,2,1,0,5
20,0,10,0,0,9.6,20.6,16.3,2,2,1,0,1
8,6,5,0,39.6,3,16.4,85.1,3,3,1,0,13
11,0,12,0,0,10.1,10.9,15.9,6,2,1,0,1
10,1,11,0,5.7,9,11.6,37.5,5,4,1,0,5
11,1,11,0,36.7,3.7,11.1,81.2,6,2,1,0,1
1,2,8,0,0,10.2,28.6,3.1,2,3,1,0,3
17,3,1,0,20.6,6.5,7.3,21.5,9,3,1,0,6
10,0,5,0,0,10.4,20.1,24.1,6,2,1,0,0
3,2,10,0,0,10.1,15.5,70.5,2,3,1,0,3
8,6,2,0,32.3,4.1,10.4,15.4,4,3,1,0,6
16,6,6,0,0,10,23.9,56.8,5,2,1,0,3
6,6,6,0,0,9.7,24.2,34.3,3,2,1,0,2
0,1,4,0,0,10.4,17.2,8.6,2,3,1,0,2
18,0,11,1,0,10.4,11.8,59.7,6,3,1,0,6
8,2,6,1,0,9.5,26.3,48.5,6,2,1,0,3
1,6,11,0,0,10.2,12,10.5,4,2,1,0,1
12,3,7,0,0,10.2,27.8,66.8,6,2,1,0,3
8,3,11,0,0,10.3,14,10.3,9,2,1,0,5
11,5,6,0,0,10.1,23.6,3,6,3,1,0,2
21,1,2,0,38.2,3.2,7.6,25.5,3,2,1,0,3
14,4,8,0,0,9.9,24.7,64,7,4,1,0,2
2,6,10,0,8.3,8.3,20.2,69.1,4,4,1,0,2
8,4,7,0,0,10.3,24.3,44,9,3,1,1,4
11,0,4,0,0,10,16.1,11.1,6,2,1,0,2
6,1,12,0,0,10.3,10.2,8.6,4,2,1,0,0
6,6,7,0,0,9.9,29,53,4,3,1,0,1
18,0,9,0,0,10.4,18.3,2.6,10,4,1,0,4
15,3,10,0,38.1,3,14.1,49.4,6,3,1,0,7
12,1,12,0,0,9.7,12.1,30.6,7,3,1,0,2
20,4,9,0,0,10.2,23.3,40,4,3,1,0,2
16,1,4,0,0,10.4,17.2,14.2,6,2,1,1,0
22,6,3,0,0,9.8,12.2,6.7,3,4,1,0,3
21,4,4,0,0,9.8,14.5,84,2,3,1,0,3
4,2,3,0,15.3,6.8,12.3,23.7,1,4,1,1,2
11,1,11,0,0,10.5,14.2,39.7,7,3,1,0,1
